lower_label,upper_label,lower_parity,upper_parity,wavelength_nm,ritz_wavelength_nm,transition_wavenumber_cm,Aki_s,accuracy,lower_energy_cm,upper_energy_cm,lower_configuration,lower_term_raw,lower_J,upper_configuration,upper_term_raw,upper_J,transition_type,tp_reference,line_reference
5s4d 1D2,5s11p 1P1,even,odd,412.8213,412.8211,24216.725,,,20149.685,44366.42,5s.4d,1D,2,5s.11p,1P*,1,,,L4447
5s4d 1D2,5s8f 1F3,even,odd,415.8526,415.8526,24040.204,,,20149.685,44189.889,5s.4d,1D,2,5s.8f,1F*,3,,,L4447
5s5p 1P1,5s20d 1D2,odd,even,418.5424,418.54204,23885.711,,,21698.452,45584.1831,5s.5p,1P*,1,5s.20d,1D,2,,,L4447
5s5p 1P1,5s19d 1D2,odd,even,419.2777,419.27733,23843.822,,,21698.452,45542.2955,5s.5p,1P*,1,5s.19d,1D,2,,,L4447
5s5p 1P1,5s20s 1S0,odd,even,419.3148,419.31414,23841.713,,,21698.452,45540.2024,5s.5p,1P*,1,5s.20s,1S,0,,,L4447
5s5p 1P1,5s18d 1D2,odd,even,420.1534,420.15285,23794.127,,,21698.452,45492.6101,5s.5p,1P*,1,5s.18d,1D,2,,,L4447
5s5p 1P1,5s19s 1S0,odd,even,420.2209,420.22039,23790.305,,,21698.452,45488.7860,5s.5p,1P*,1,5s.19s,1S,0,,,L4447
5s4d 1D2,5s10p 1P1,even,odd,420.2522,420.2525,23788.533,,,20149.685,43938.201,5s.4d,1D,2,5s.10p,1P*,1,,,L7362
5s5p 1P1,5s18d 3D2,odd,even,420.3780,420.378,23781.415,,,21698.452,45479.88,5s.5p,1P*,1,5s.18d,3D,2,,,L4447
5s5p 1P1,5s17d 1D2,odd,even,421.2036,421.20328,23734.802,,,21698.452,45433.2717,5s.5p,1P*,1,5s.17d,1D,2,,,L4447
5s5p 1P1,5s18s 1S0,odd,even,421.3230,421.32259,23728.075,,,21698.452,45426.5505,5s.5p,1P*,1,5s.18s,1S,0,,,L4447
5s5p 1P1,5s17d 3D2,odd,even,421.4246,421.424,23722.355,,,21698.452,45420.84,5s.5p,1P*,1,5s.17d,3D,2,,,L4447
5s5p 1P1,5s16d 1D2,odd,even,422.4698,422.46964,23663.666,,,21698.452,45362.1272,5s.5p,1P*,1,5s.16d,1D,2,,,L4447
5s5p 1P1,5s16d 3D2,odd,even,422.6771,422.680,23652.061,,,21698.452,45350.35,5s.5p,1P*,1,5s.16d,3D,2,,,L4447
5s5p 1P1,5s17s 1S0,odd,even,422.6826,422.68216,23651.753,,,21698.452,45350.2296,5s.5p,1P*,1,5s.17s,1S,0,,,L4447
5s5p 1P1,5s15d 3D2,odd,even,424.0010,424.001,23578.211,,,21698.452,45276.65,5s.5p,1P*,1,5s.15d,3D,2,,,L4447
5s5p 1P1,5s15d 1D2,odd,even,424.2399,424.23569,23564.934,,,21698.452,45263.6196,5s.5p,1P*,1,5s.15d,1D,2,,,L4447
5s5p 1P1,5s16s 1S0,odd,even,424.3868,424.38679,23556.777,,,21698.452,45255.2295,5s.5p,1P*,1,5s.16s,1S,0,,,L4447
5s4d 1D2,5s7f 1F3,even,odd,425.2939,425.2939,23506.534,7.7e+06,C,20149.685,43656.219,5s.4d,1D,2,5s.7f,1F*,3,,T5363,L4447
5s4d 1D2,5s7f 3F3,even,odd,425.8745,425.8739,23474.488,,,20149.685,43624.205,5s.4d,1D,2,5s.7f,3F*,3,,,L4447
5s5p 1P1,5s14d 3D2,odd,even,425.9013,425.901,23473.011,,,21698.452,45171.49,5s.5p,1P*,1,5s.14d,3D,2,,,L4447
5s5p 1P1,5s14d 1D2,odd,even,426.232,426.23151,23454.800,,,21698.452,45153.2785,5s.5p,1P*,1,5s.14d,1D,2,,,L4447
5s5p 1P1,5s15s 1S0,odd,even,426.5660,426.56532,23436.435,,,21698.452,45134.9242,5s.5p,1P*,1,5s.15s,1S,0,,,L4447
5s5p 1P1,5s13d 1D2,odd,even,428.8145,428.81403,23313.548,,,21698.452,45012.0249,5s.5p,1P*,1,5s.13d,1D,2,,,L4447
5s5p 1P1,5s14s 1S0,odd,even,429.4148,429.41397,23280.957,,,21698.452,44979.4540,5s.5p,1P*,1,5s.14s,1S,0,,,L4447
5s4d 3D1,5s5f 3F2,even,odd,430.8105,430.8100,23205.535,,,18159.040,41364.602,5s.4d,3D,1,5s.5f,3F*,2,,,L7362
5s4d 1D2,5s9p 1P1,even,odd,431.3182,431.3157,23178.220,1.3e+07,C',20149.685,43328.04,5s.4d,1D,2,5s.9p,1P*,1,,T5960,L7362
5s4d 3D2,5s5f 3F3,even,odd,431.9053,431.9056,23146.714,,,18218.784,41365.482,5s.4d,3D,2,5s.5f,3F*,3,,,L7362
5s4d 3D2,5s5f 3F2,even,odd,431.9220,431.9220,23145.819,,,18218.784,41364.602,5s.4d,3D,2,5s.5f,3F*,2,,,L4447
5s5p 1P1,5s12d 1D2,odd,even,432.1953,432.19475,23131.183,,,21698.452,44829.6648,5s.5p,1P*,1,5s.12d,1D,2,,,L4447
5s5p 3P0,5s7s 3S1,odd,even,432.6445,432.64449,23107.167,3.1e+06,A',14317.507,37424.675,5s.5p,3P*,0,5s.7s,3S,1,,T5178,L7362
5s5p 1P1,5s13s 1S0,odd,even,433.2439,433.24353,23075.199,,,21698.452,44773.6707,5s.5p,1P*,1,5s.13s,1S,0,,,L4447
5s4d 3D3,5s5f 3F4,even,odd,433.7664,433.766,23047.404,,,18319.261,41366.67,5s.4d,3D,3,5s.5f,3F*,4,,,L7362
5s4d 3D3,5s5f 3F3,even,odd,433.7891,433.7887,23046.198,,,18319.261,41365.482,5s.4d,3D,3,5s.5f,3F*,3,,,L4447
5s5p 1P1,4d2 3P2,odd,even,434.075,434.07205,23031.0,,,21698.452,44729.627,5s.5p,1P*,1,4d2,3P,2,,,L3942
5s5p 3P1,5s7s 3S1,odd,even,436.1710,436.17110,22920.346,9.7e+06,B+,14504.334,37424.675,5s.5p,3P*,1,5s.7s,3S,1,,T5178,L7362
5s5p 1P1,4d2 3P1,odd,even,436.620,436.60681,22896.8,,,21698.452,44595.920,5s.5p,1P*,1,4d2,3P,1,,,L3942
5s5p 1P1,5s11d 1D2,odd,even,436.9365,436.93562,22880.191,,,21698.452,44578.6890,5s.5p,1P*,1,5s.11d,1D,2,,,L4447
5s5p 1P1,4d2 3P0,odd,even,437.947,437.94725,22827.4,,,21698.452,44525.838,5s.5p,1P*,1,4d2,3P,0,,,L3942
5s5p 1P1,5s12s 1S0,odd,even,438.5820,438.58135,22794.349,,,21698.452,44492.8348,5s.5p,1P*,1,5s.12s,1S,0,,,L4447
5s5p 1P1,5s12s 3S1,odd,even,439.286,439.286,22757.8,,,21698.452,44456.25,5s.5p,1P*,1,5s.12s,3S,1,,,L3942
5s4d 1D2,5s6f 1F3,even,odd,440.6009,440.6009,22689.904,1.2e+07,C,20149.685,42839.589,5s.4d,1D,2,5s.6f,1F*,3,,T5363,L4447
5s5p 3P1,5p2 1S0,odd,even,441.2621,441.26220,22655.905,,,14504.334,37160.234,5s.5p,3P*,1,5p2,1S,0,,,L7362
5s4d 1D2,5s6f 3F3,even,odd,441.8087,441.8090,22627.876,,,20149.685,42777.547,5s.4d,1D,2,5s.6f,3F*,3,,,L4447
5s5p 1P1,5s10d 3D2,odd,even,442.577,442.580,22588.6,,,21698.452,44286.91,5s.5p,1P*,1,5s.10d,3D,2,,,L3942
5s5p 1P1,5s10d 1D2,odd,even,443.470,443.51146,22543.1,,,21698.452,44239.4549,5s.5p,1P*,1,5s.10d,1D,2,,,L3942
5s5p 3P2,5s7s 3S1,odd,even,443.8044,443.80430,22526.125,1.55e+07,B+,14898.545,37424.675,5s.5p,3P*,2,5s.7s,3S,1,,T5178,L7362
5s5p 3P1,4d2 1D2,odd,even,445.1804,445.18025,22456.500,,,14504.334,36960.842,5s.5p,3P*,1,4d2,1D,2,,,L7362
5s5p 1P1,5s11s 1S0,odd,even,446.3301,446.32981,22398.656,,,21698.452,44097.1224,5s.5p,1P*,1,5s.11s,1S,0,,,L4447
5s5p 1P1,5s11s 3S1,odd,even,447.404,447.404,22344.9,,,21698.452,44043.35,5s.5p,1P*,1,5s.11s,3S,1,,,L3942
5s4d 1D2,5s8p 1P1,even,odd,448.0507,448.0545,22312.642,1.9e+07,C+,20149.685,42462.136,5s.4d,1D,2,5s.8p,1P*,1,,T5960,L7362
5s5p 1P1,5s9d 3D2,odd,even,452.2301,452.2301,22106.438,,,21698.452,43804.890,5s.5p,1P*,1,5s.9d,3D,2,,,L4447
5s5p 3P2,4d2 1D2,odd,even,453.1348,453.13490,22062.302,,,14898.545,36960.842,5s.5p,3P*,2,4d2,1D,2,,,L7362
5s5p 1P1,5s9d 1D2,odd,even,453.2375,453.2375,22057.303,,,21698.452,43755.755,5s.5p,1P*,1,5s.9d,1D,2,,,L4447
5s5p 1P1,5s10s 1S0,odd,even,458.2993,458.29879,21813.689,,,21698.452,43512.1658,5s.5p,1P*,1,5s.10s,1S,0,,,L4447
5s5p 1P1,5s10s 3S1,odd,even,460.086,460.086,21729.0,,,21698.452,43427.44,5s.5p,1P*,1,5s.10s,3S,1,,,L3942
5s2 1S0,5s5p 1P1,even,odd,460.7331,460.73330,21698.462,2.01e+08,AA,0.000,21698.452,5s2,1S,0,5s.5p,1P*,1,,T3039,L7362
5s5p 1P1,5s8d 3D2,odd,even,467.7750,467.77503,21371.817,,,21698.452,43070.268,5s.5p,1P*,1,5s.8d,3D,2,,,L4447
5s4d 1D2,5s5f 1F3,even,odd,467.8326,467.829,21369.186,1.9e+07,C,20149.685,41519.04,5s.4d,1D,2,5s.5f,1F*,3,,T5363,L7362
5s5p 1P1,5s8d 1D2,odd,even,468.8546,468.8546,21322.606,,,21698.452,43021.058,5s.5p,1P*,1,5s.8d,1D,2,,,L4447
5s4d 3D1,5s7p 3P0,even,odd,470.3984,470.39840,21252.629,,,18159.040,39411.669,5s.4d,3D,1,5s.7p,3P*,0,,,L7362
5s4d 1D2,5s5f 3F3,even,odd,471.2146,471.2151,21215.817,,,20149.685,41365.482,5s.4d,1D,2,5s.5f,3F*,3,,,L4447
5s4d 1D2,5s5f 3F2,even,odd,471.2347,471.2346,21214.912,,,20149.685,41364.602,5s.4d,1D,2,5s.5f,3F*,2,,,L4447
5s4d 3D2,5s7p 3P1,even,odd,471.3959,471.39590,21207.658,,,18218.784,39426.442,5s.4d,3D,2,5s.7p,3P*,1,,,L7362
5s5p 3P1,5p2 3P2,odd,even,472.2278,472.22769,21170.298,3.6e+07,B+,14504.334,35674.637,5s.5p,3P*,1,5p2,3P,2,,T5178,L7362
5s4d 3D3,5s7p 3P2,even,odd,472.9466,472.94662,21138.123,,,18319.261,39457.383,5s.4d,3D,3,5s.7p,3P*,2,,,L7362
5s5p 3P0,5p2 3P1,odd,even,474.1922,474.19221,21082.599,3.9e+07,B+,14317.507,35400.105,5s.5p,3P*,0,5p2,3P,1,,T5178,L7362
5s4d 1D2,4d5p 1P1,even,odd,475.5495,475.5508,21022.426,2.1e+07,C+,20149.685,41172.054,5s.4d,1D,2,4d.5p,1P*,1,,T5960,L7362
5s5p 1P1,5s9s 1S0,odd,even,478.3782,478.3782,20898.120,,,21698.452,42596.572,5s.5p,1P*,1,5s.9s,1S,0,,,L4447
5s5p 3P1,5p2 3P1,odd,even,478.4320,478.43198,20895.770,3.0e+07,B+,14504.334,35400.105,5s.5p,3P*,1,5p2,3P,1,,T5178,L7362
5s5p 3P2,5p2 3P2,odd,even,481.1881,481.18799,20776.087,9.0e+07,B+,14898.545,35674.637,5s.5p,3P*,2,5p2,3P,2,,T5178,L7362
5s5p 3P0,5s5d 3D1,odd,even,483.2043,483.20425,20689.399,3.3e+07,A',14317.507,35006.908,5s.5p,3P*,0,5s.5d,3D,1,,T5178,L4447
5s4d 3D1,5s4f 3F2,even,odd,485.5045,485.50448,20591.379,2.63e+07,B+,18159.040,38750.420,5s.4d,3D,1,5s.4f,3F*,2,,T5178,L7362
5s4d 3D2,5s4f 3F3,even,odd,486.8700,486.87005,20533.628,3.4e+07,A',18218.784,38752.410,5s.4d,3D,2,5s.4f,3F*,3,,T5178,L7362
5s4d 3D2,5s4f 3F2,even,odd,486.9170,486.91724,20531.646,7.5e+06,B+,18218.784,38750.420,5s.4d,3D,2,5s.4f,3F*,2,,T5178,L4447
5s5p 3P1,5s5d 3D2,odd,even,487.2493,487.2490,20517.644,4.8e+07,A',14504.334,35021.989,5s.5p,3P*,1,5s.5d,3D,2,,T5178,L7362
5s5p 3P1,5s5d 3D1,odd,even,487.6075,487.60745,20502.572,2.63e+07,B+,14504.334,35006.908,5s.5p,3P*,1,5s.5d,3D,1,,T5178,L4447
5s4d 3D3,5s4f 3F4,even,odd,489.1980,489.19800,20435.914,3.8e+07,B,18319.261,38755.175,5s.4d,3D,3,5s.4f,3F*,4,,T5178,L7362
5s4d 3D3,5s4f 3F3,even,odd,489.2639,489.26420,20433.162,4.3e+06,B+,18319.261,38752.410,5s.4d,3D,3,5s.4f,3F*,3,,T5178,L4447
5s5p 1P1,5s7d 3D2,odd,even,495.6277,495.6274,20170.806,,,21698.452,41869.270,5s.5p,1P*,1,5s.7d,3D,2,,,L4447
5s5p 3P2,5s5d 3D3,odd,even,496.2263,496.22630,20146.474,6.14e+07,AA,14898.545,35045.019,5s.5p,3P*,2,5s.5d,3D,3,,T5178,L7362
5s5p 1P1,5s7d 1D2,odd,even,496.5584,496.5585,20133.000,,,21698.452,41831.448,5s.5p,1P*,1,5s.7d,1D,2,,,L4447
5s5p 3P2,5s5d 3D2,odd,even,496.7944,496.7942,20123.436,1.28e+07,B+,14898.545,35021.989,5s.5p,3P*,2,5s.5d,3D,2,,T5178,L7362
5s5p 3P2,5s5d 3D1,odd,even,497.1668,497.16680,20108.363,1.3e+06,B+,14898.545,35006.908,5s.5p,3P*,2,5s.5d,3D,1,,T5178,L7362
5s4d 3D3,4d5p 1F3,even,odd,507.7692,507.7697,19688.499,,,18319.261,38007.742,5s.4d,3D,3,4d.5p,1F*,3,,,L4447
5s4d 1D2,5s4f 1F3,even,odd,515.6040,515.60400,19389.328,2.7e+07,C',20149.685,39539.013,5s.4d,1D,2,5s.4f,1F*,3,,T5363,L7362
5s5p 1P1,5s8s 1S0,odd,even,516.5486,516.5486,19353.872,,,21698.452,41052.324,5s.5p,1P*,1,5s.8s,1S,0,,,L4447
5s4d 3D1,4d5p 3P2,even,odd,521.2978,521.29787,19177.554,1.9e+06,A',18159.040,37336.591,5s.4d,3D,1,4d.5p,3P*,2,,T5178,L7362
5s4d 3D1,4d5p 3P1,even,odd,522.2198,522.21992,19143.695,3.4e+07,A',18159.040,37302.731,5s.4d,3D,1,4d.5p,3P*,1,,T5178,L7362
5s4d 3D1,4d5p 3P0,even,odd,522.5108,522.51079,19133.034,,,18159.040,37292.074,5s.4d,3D,1,4d.5p,3P*,0,,,L7362
5s4d 3D2,4d5p 3P2,even,odd,522.9270,522.92697,19117.806,2.27e+07,B+,18218.784,37336.591,5s.4d,3D,2,4d.5p,3P*,2,,T5178,L7362
5s4d 3D2,4d5p 3P1,even,odd,523.8549,523.85479,19083.943,7.3e+07,B+,18218.784,37302.731,5s.4d,3D,2,4d.5p,3P*,1,,T5178,L7362
5s4d 3D3,4d5p 3P2,even,odd,525.6899,525.68986,19017.328,8.1e+07,B+,18319.261,37336.591,5s.4d,3D,3,4d.5p,3P*,2,,T5178,L7362
5s4d 1D2,5s7p 1P1,even,odd,532.9813,532.9811,18757.167,1.7e+07,C+,20149.685,38906.858,5s.4d,1D,2,5s.7p,1P*,1,,T5960,L7362
5s4d 1D2,5s4f 3F3,even,odd,537.4069,537.40621,18602.701,,,20149.685,38752.410,5s.4d,1D,2,5s.4f,3F*,3,,,L4447
5s4d 3D2,4d5p 3D3,even,odd,545.0836,545.08373,18340.713,1.47e+07,B+,18218.784,36559.492,5s.4d,3D,2,4d.5p,3D*,3,,T5178,L7362
5s4d 3D3,4d5p 3D3,even,odd,548.0865,548.08638,18240.227,7.9e+07,A',18319.261,36559.492,5s.4d,3D,3,4d.5p,3D*,3,,T5178,L7362
5s4d 3D1,4d5p 3D2,even,odd,548.6136,548.6135,18222.702,1.53e+07,B+,18159.040,36381.746,5s.4d,3D,1,4d.5p,3D*,2,,T5178,L7362
5s4d 3D2,4d5p 3D2,even,odd,550.4184,550.4181,18162.951,5.4e+07,B+,18218.784,36381.746,5s.4d,3D,2,4d.5p,3D*,2,,T5178,L7362
5s4d 3D1,4d5p 3D1,even,odd,552.1765,552.1768,18105.122,6.3e+07,A',18159.040,36264.151,5s.4d,3D,1,4d.5p,3D*,1,,T5178,L7362
5s4d 3D3,4d5p 3D2,even,odd,553.4794,553.4799,18062.503,2.27e+07,B+,18319.261,36381.746,5s.4d,3D,3,4d.5p,3D*,2,,T5178,L7362
5s4d 3D2,4d5p 3D1,even,odd,554.0051,554.0050,18045.363,2.84e+07,B+,18218.784,36264.151,5s.4d,3D,2,4d.5p,3D*,1,,T5178,L7362
5s5p 1P1,5s6d 1D2,odd,even,554.3355,554.3353,18034.608,,,21698.452,39733.067,5s.5p,1P*,1,5s.6d,1D,2,,,L7362
5s5p 1P1,5s6d 3D2,odd,even,555.6384,555.6375,17992.320,,,21698.452,39690.802,5s.5p,1P*,1,5s.6d,3D,2,,,L4447
5s5p 1P1,5s6d 3D1,odd,even,555.7908,555.7910,17987.386,,,21698.452,39685.830,5s.5p,1P*,1,5s.6d,3D,1,,,L4447
5s4d 1D2,4d5p 1F3,even,odd,559.8163,559.8159,17858.045,3.0e+05,C',20149.685,38007.742,5s.4d,1D,2,4d.5p,1F*,3,,T5363,L4447
5s4d 1D2,4d5p 3P2,even,odd,581.6771,581.67702,17186.904,3.0e+05,B+,20149.685,37336.591,5s.4d,1D,2,4d.5p,3P*,2,,T5178,L7362
5s5p 1P1,5s7s 1S0,odd,even,597.0078,597.0078,16745.561,,,21698.452,38444.013,5s.5p,1P*,1,5s.7s,1S,0,,,L7362
5s4d 1D2,4d5p 3D2,even,odd,615.8951,615.8943,16232.039,,,20149.685,36381.746,5s.4d,1D,2,4d.5p,3D*,2,,,L4447
5s4d 1D2,4d5p 3D1,even,odd,620.3901,620.3888,16114.432,,,20149.685,36264.151,5s.4d,1D,2,4d.5p,3D*,1,,,L4447
5s4d 3D1,5s6p 1P1,even,odd,627.2042,627.2041,15939.362,1.4e+04,C+,18159.040,34098.404,5s.4d,3D,1,5s.6p,1P*,1,,T5960,L7362
5s4d 3D2,5s6p 3P2,even,odd,634.5726,634.57265,15754.282,2.1e+06,C+,18218.784,33973.065,5s.4d,3D,2,5s.6p,3P*,2,,T5960,L7362
5s4d 3D1,5s6p 3P1,even,odd,636.3910,636.3906,15709.267,3.7e+06,C+',18159.040,33868.317,5s.4d,3D,1,5s.6p,3P*,1,,T5960,L7362
5s4d 3D1,5s6p 3P0,even,odd,636.9918,636.9918,15694.450,1.8e+07,C+',18159.040,33853.490,5s.4d,3D,1,5s.6p,3P*,0,,T5960,L7362
5s4d 3D1,4d5p 1D2,even,odd,638.0728,638.07290,15667.862,5.2e+06,C+,18159.040,33826.899,5s.4d,3D,1,4d.5p,1D*,2,,T5960,L7362
5s4d 3D3,5s6p 3P2,even,odd,638.6458,638.64581,15653.804,1.1e+07,C+,18319.261,33973.065,5s.4d,3D,3,5s.6p,3P*,2,,T5960,L7362
5s4d 3D2,5s6p 3P1,even,odd,638.8203,638.8201,15649.528,1.4e+07,C+,18218.784,33868.317,5s.4d,3D,2,5s.6p,3P*,1,,T5960,L7362
5s4d 3D3,4d5p 3F4,even,odd,640.8463,640.8463,15600.054,2.4e+07,C+,18319.261,33919.315,5s.4d,3D,3,4d.5p,3F*,4,,T5960,L7362
5s4d 3D3,4d5p 1D2,even,odd,644.6654,644.66536,15507.637,1.5e+06,C+,18319.261,33826.899,5s.4d,3D,3,4d.5p,1D*,2,,T5960,L7362
5s5p 1P1,5p2 1S0,odd,even,646.5774,646.5773,15461.780,,,21698.452,37160.234,5s.5p,1P*,1,5p2,1S,0,,,L7362
5s4d 3D2,4d5p 3F3,even,odd,650.3989,650.3992,15370.933,2.0e+07,C+,18218.784,33589.709,5s.4d,3D,2,4d.5p,3F*,3,,T5960,L7362
5s4d 3D3,4d5p 3F3,even,odd,654.6791,654.6788,15270.440,3.8e+06,C+,18319.261,33589.709,5s.4d,3D,3,4d.5p,3F*,3,,T5960,L7362
5s5p 1P1,4d2 1D2,odd,even,655.0244,655.0244,15262.391,8.9e+07,C,21698.452,36960.842,5s.5p,1P*,1,4d2,1D,2,,T5363,L7362
5s4d 3D1,4d5p 3F2,even,odd,661.7266,661.72651,15107.809,1.6e+07,C+,18159.040,33266.851,5s.4d,3D,1,4d.5p,3F*,2,,T5960,L7362
5s4d 3D2,4d5p 3F2,even,odd,664.3536,664.35372,15048.070,4.4e+06,C+,18218.784,33266.851,5s.4d,3D,2,4d.5p,3F*,2,,T5960,L7362
5s5p 3P0,5s6s 3S1,odd,even,679.1022,679.10198,14721.261,8.9e+06,B+',14317.507,29038.773,5s.5p,3P*,0,5s.6s,3S,1,,T5178,L7362
5s5p 3P1,5s6s 3S1,odd,even,687.8313,687.83128,14534.438,2.7e+07,B+,14504.334,29038.773,5s.5p,3P*,1,5s.6s,3S,1,,T5178,L7362
5s2 1S0,5s5p 3P1,even,odd,689.2585,689.25894,14504.343,4.69e+04,A+,0.000,14504.334,5s2,1S,0,5s.5p,3P*,1,,T6787,L7362
5s5p 3P2,5s6s 3S1,odd,even,707.0071,707.0072,14140.231,4.2e+07,B,14898.545,29038.773,5s.5p,3P*,2,5s.6s,3S,1,,T5178,L7362
5s5p 1P1,5p2 3P2,odd,even,715.302,715.3057,13976.26,,,21698.452,35674.637,5s.5p,1P*,1,5p2,3P,2,,,L13482
5s4d 1D2,5s6p 1P1,even,odd,716.7143,716.7142,13948.716,9.4e+06,C+,20149.685,34098.404,5s.4d,1D,2,5s.6p,1P*,1,,T5960,L7362
5s4d 1D2,5s6p 3P2,even,odd,723.2131,723.2128,13823.374,6.0e+06,C+,20149.685,33973.065,5s.4d,1D,2,5s.6p,3P*,2,,T5960,L7362
5s4d 1D2,5s6p 3P1,even,odd,728.7344,728.7349,13718.641,1.6e+06,C+,20149.685,33868.317,5s.4d,1D,2,5s.6p,3P*,1,,T5960,L7362
5s4d 1D2,4d5p 1D2,even,odd,730.9417,730.94166,13677.213,3.9e+07,C+,20149.685,33826.899,5s.4d,1D,2,4d.5p,1D*,2,,T5960,L7362
5s5p 1P1,5p2 3P0,odd,even,740.812,740.8117,13494.99,,,21698.452,35193.442,5s.5p,1P*,1,5p2,3P,0,,,L13482
5s4d 1D2,4d5p 3F3,even,odd,743.842,743.8414,13440.03,5.0e+05,A',20149.685,33589.709,5s.4d,1D,2,4d.5p,3F*,3,,T5178,L13482
5s5p 1P1,5s5d 3D2,odd,even,750.338,750.3448,13323.66,,,21698.452,35021.989,5s.5p,1P*,1,5s.5d,3D,2,,,L13482
5s4d 1D2,4d5p 3F2,even,odd,762.1500,762.14999,13117.166,7.8e+06,A',20149.685,33266.851,5s.4d,1D,2,4d.5p,3F*,2,,T5178,L7362
5s5p 1P1,5s5d 1D2,odd,even,767.3077,767.3077,13028.995,6.6e+06,C,21698.452,34727.447,5s.5p,1P*,1,5s.5d,1D,2,,T5363,L7362
4d5p 1D2,4d2 3P2,odd,even,917.00,916.9500,10902.1,,,33826.899,44729.627,4d.5p,1D*,2,4d2,3P,2,,,L2631
5s6p 3P1,4d2 3P2,odd,even,920.45,920.4467,10861.3,,,33868.317,44729.627,5s.6p,3P*,1,4d2,3P,2,,,L2631
4d5p 1D2,4d2 3P1,odd,even,928.39,928.3348,10768.4,,,33826.899,44595.920,4d.5p,1D*,2,4d2,3P,1,,,L2631
5s6p 3P2,4d2 3P2,odd,even,929.41,929.4100,10756.7,,,33973.065,44729.627,5s.6p,3P*,2,4d2,3P,2,,,L2631
5s6p 3P0,4d2 3P1,odd,even,930.66,930.6327,10742.1,,,33853.490,44595.920,5s.6p,3P*,0,4d2,3P,1,,,L2631
5s6p 3P1,4d2 3P1,odd,even,931.92,931.9190,10727.6,,,33868.317,44595.920,5s.6p,3P*,1,4d2,3P,1,,,L2631
5s6p 3P1,4d2 3P0,odd,even,938.045,938.0471,10657.55,,,33868.317,44525.838,5s.6p,3P*,1,4d2,3P,0,,,L2631
5s6s 3S1,5s7p 3P2,even,odd,959.60,959.5577,10418.2,,,29038.773,39457.383,5s.6s,3S,1,5s.7p,3P*,2,,,L2631
5s6s 3S1,5s7p 3P1,even,odd,962.47,962.4159,10387.1,,,29038.773,39426.442,5s.6s,3S,1,5s.7p,3P*,1,,,L2631
5s6s 3S1,5s7p 3P0,even,odd,963.81,963.7866,10372.6,,,29038.773,39411.669,5s.6s,3S,1,5s.7p,3P*,0,,,L2631
4d5p 1P1,4d5d 1D2,odd,even,981.73,981.668,10183.3,,,41172.054,51356.00,4d.5p,1P*,1,4d.5d,1D,2,,,L2631
5s5d 3D3,5s11f 3F4,even,odd,1003.6659,1003.530,9960.745,,,35045.019,45007.11,5s.5d,3D,3,5s.11f,3F*,4,,,L7362
5s5d 3D3,5s11f 3F3,even,odd,1003.6659,1003.543,9960.745,,,35045.019,45006.98,5s.5d,3D,3,5s.11f,3F*,3,,,L7362
5s6p 3P1,5s8d 3D2,odd,even,1086.43,1086.4285,9201.94,,,33868.317,43070.268,5s.6p,3P*,1,5s.8d,3D,2,,,L2631
5s6p 3P2,5s8d 3D3,odd,even,1098.40,1098.3995,9101.66,,,33973.065,43074.728,5s.6p,3P*,2,5s.8d,3D,3,,,L2631
5s5p 1P1,5s6s 1S0,odd,even,1124.125,1124.1249,8893.37,,,21698.452,30591.825,5s.5p,1P*,1,5s.6s,1S,0,,,L2631
5s6s 3S1,4d5p 3P2,even,odd,1204.77,1204.8064,8298.1,,,29038.773,37336.591,5s.6s,3S,1,4d.5p,3P*,2,,,L2631
5s6s 3S1,4d5p 3P1,even,odd,1209.80,1209.7429,8263.6,,,29038.773,37302.731,5s.6s,3S,1,4d.5p,3P*,1,,,L2631
4d5p 3D2,4d2 3P1,odd,even,1217.16,1217.0748,8213.58,,,36381.746,44595.920,4d.5p,3D*,2,4d2,3P,1,,,L2631
4d5p 3D3,4d2 3P2,odd,even,1223.62,1223.6352,8170.22,,,36559.492,44729.627,4d.5p,3D*,3,4d2,3P,2,,,L2631
5s5d 1D2,5s6f 3F3,even,odd,1242.24,1241.881,8047.8,,,34727.447,42777.547,5s.5d,1D,2,5s.6f,3F*,3,,,L2631
4d5p 1D2,5s7d 3D3,odd,even,1242.24,1242.2110,8047.8,,,33826.899,41874.859,4d.5p,1D*,2,5s.7d,3D,3,,,L2631
5s6p 3P0,5s7d 3D1,odd,even,1247.96,1247.9634,8010.9,,,33853.490,41864.354,5s.6p,3P*,0,5s.7d,3D,1,,,L2631
5s6p 3P1,5s7d 3D2,odd,even,1249.50,1249.5093,8001.0,,,33868.317,41869.270,5s.6p,3P*,1,5s.7d,3D,2,,,L2631
5s6p 3P1,5s7d 3D1,odd,even,1250.24,1250.2775,7996.3,,,33868.317,41864.354,5s.6p,3P*,1,5s.7d,3D,1,,,L2631
5s6p 3P1,5s7d 1D2,odd,even,1255.50,1255.444,7962.8,,,33868.317,41831.448,5s.6p,3P*,1,5s.7d,1D,2,,,L2631
5s6p 3P2,5s7d 3D3,odd,even,1265.22,1265.1893,7901.6,,,33973.065,41874.859,5s.6p,3P*,2,5s.7d,3D,3,,,L2631
5s6p 3P2,5s7d 3D2,odd,even,1266.15,1266.0848,7895.8,,,33973.065,41869.270,5s.6p,3P*,2,5s.7d,3D,2,,,L2631
